delivery_id,date,time,origin_warehouse,destination_city,destination_country,client_name,product_type,product_grade,volume_kg,distance_km,delivery_time_hours,transport_cost_eur,delivery_status,delay_hours
DEL135395,10/03/2024,08:37,Warehouse_FR_Paris,Lille,FR,Client_6,SMP,,5789,323,3.7,323.3,On-time,0
DEL629996,27/04/2024,07:13,Warehouse_PL_Warsaw,Wroclaw,PL,Client_25,Butter,C,755,383,5,374.71,On-time,0
DEL666275_DUP,01/01/2024,21:53,Warehouse_FR_Paris,Florence,IT,Client_22,Butter,C,1563,1129,15.9,1400.04,On-time,0
DEL467245,25/04/2024,15:05,Warehouse_FR_Paris,Munich,DE,Client_29,Butter,A,1690,781,12.7,772.03,On-time,0
DEL901717,30/01/2024,22:40,Warehouse_FR_Paris,Utrecht,NL,Client_32,SMP,,4176,404,4.8,324.46,On-time,0
DEL400446,07/04/2024,13:54,Warehouse_DE_Hamburg,Rome,IT,Client_35,Butter,B,3064,1567,,2113.47,On-time,0
DEL829884,02/05/2024,22:30,Warehouse_FR_Paris,Eindhoven,NL,Client_18,SMP,,5591,466,6.5,388.29,On-time,0
DEL942664,03/05/2024,12:11,Warehouse_FR_Paris,Bydgoszcz,PL,Client_26,Cheese,,2533,1636,18.7,1807.07,On-time,0
DEL381808,02-29-2024,16:42,Warehouse_FR_Paris,Munich,DE,Client_11,Butter,A,1250,802,12.9,793.08,On-time,
DEL729942,12/05/2024,01:02,Warehouse_PL_Warsaw,Seville,ES,Client_17,Butter,B,1839,2342,37.8,889.883372,On-time,0
DEL346636,04/04/2024,21:44,Warehouse_PL_Warsaw,Rotterdam,NL,Client_33,Cheese,,1588,1045,11.8,841.65,On-time,0
DEL333036,22/01/2024,10:40,Warehouse_PL_Warsaw,Milan,IT,Client_28,SMP,,6984,1537,21.7,1472.23,Delayed,11.1
DEL933788,24/05/2024,06:30,Warehouse_DE_Hamburg,Dusseldorf,DE,Client_8,Butter,B,2141,384,5.8,517.63,On-time,0
DEL815308,31/05/2024,12:06,Warehouse_DE_Hamburg,Lodz,PL,Client_34,Butter,B,2145,724,10.8,825.31,On-time,0
DEL928226,04/04/2024,20:29,Warehouse_PL_Warsaw,Tilburg,NL,Client_18,Butter,B,1482,1159,14.5,1368.16,On-time,0
DEL744667,31/05/2024,01:43,Warehouse_FR_Paris,Frankfurt,DE,Client_23,SMP,,4080,991,12.1,742.07,On-time,0
DEL893423,01/03/2024,09:13,Warehouse_DE_Hamburg,Lublin,PL,Client_27,Cheese,,1734,623,9.2,550.36,On-time,0
DEL947075,08/03/2024,10:58,Warehouse_DE_Hamburg,Toulouse,FR,Client_22,Cheese,,2969,1138,13.2,1079.53,On-time,0
DEL309747,27/04/2024,11:36,Warehouse_FR_Paris,Nijmegen,NL,Client_15,Cheese,,4130,425,5.5,502.92,On-time,0
DEL128678,02/06/2024,01:57,Warehouse_PL_Warsaw,Liege,BE,Client_1,Butter,B,1920,1170,15,1389.02,On-time,0
DEL110461,03-27-2024,14:30,Warehouse_PL_Warsaw,Warsaw,PL,Client_19,Butter,A,1133,144,2.1,166.4,On-time,0
DEL961493,23/04/2024,19:09,Warehouse_FR_Paris,Frankfurt,DE,Client_15,SMP,,5957,776,9.9,635.4,On-time,0
DEL573877,03-26-2024,19:47,Warehouse_FR_Paris,Madrid,ES,Client_31,Cheese,,2413,1074,17.4,919.87,Delayed,3.4
DEL123089,02/06/2024,20:44,Warehouse_FR_Paris,Bordeaux,FR,Client_12,Butter,A,1374,218,3.5,262.92,On-time,0
DEL547459,28/06/2024,22:28,Warehouse_DE_Hamburg,Breda,NL,Client_19,Butter,A,2741,323,3.9,384.6,On-time,0
DEL654380,19/05/2024,19:37,Warehouse_PL_Warsaw,Rome,IT,Client_33,Cheese,,2723,1390,22.1,1286.78,On-time,0
DEL474430,10/05/2024,12:26,Warehouse_PL_Warsaw,Charleroi,BE,Client_7,SMP,,3688,1264,19.2,1104.12,On-time,0
DEL168892,11/03/2024,20:03,Warehouse_PL_Warsaw,Lodz,PL,Client_21,SMP,,3514,152,2.3,122.03,On-time,0
DEL347872,23/04/2024,08:15,Warehouse_FR_Paris,Wroclaw,PL,Client_28,Butter,B,1637,1480,18.4,1719.22,On-time,0
DEL913937,13/06/2024,16:50,Warehouse_PL_Warsaw,Nice,FR,Client_12,Butter,,1303,1417,21.8,1425.7,On-time,0
DEL328514,21/03/2024,11:25,Warehouse_FR_Paris,Nantes,FR,Client_15,Butter,C,954,455,5.1,445.09,On-time,0
DEL105181,25/06/2024,01:16,Warehouse_DE_Hamburg,Essen,DE,Client_5,SMP,,6502,470,7.2,467.34,On-time,0
DEL312616,04/03/2024,19:22,Warehouse_DE_Hamburg,Zaragoza,ES,Client_18,Butter,B,1292,1843,21.4,1854.58,On-time,0
DEL109166,27/05/2024,21:20,Warehouse_DE_Hamburg,Bremen,DE,Client_25,SMP,,5216,113,,110.71,On-time,0
DEL979613,03/01/2024,13:50,Warehouse_FR_Paris,Lublin,PL,Client_14,SMP,,,1400,22,938.02,On-time,0
DEL453536,22/06/2024,00:25,Warehouse_DE_Hamburg,Bydgoszcz,PL,Client_3,Butter,C,1748,815,9.6,1036.12,On-time,0
DEL859462,24/05/2024,15:05,Warehouse_DE_Hamburg,Brussels,BE,Client_6,Butter,B,1560,425,6.5,552.17,On-time,0
DEL255205,30/03/2024,03:36,Warehouse_DE_Hamburg,Florence,IT,Client_8,Butter,B,3142,1426,20.2,1809.94,On-time,0
DEL971836,20/03/2024,00:41,Warehouse_DE_Hamburg,Rotterdam,NL,Client_31,Butter,B,1806,425,18.75146425,500.69,On-time,0
DEL110100,22/03/2024,,Warehouse_PL_Warsaw,Krakow,PL,Client_34,Cheese,,2344,161,2.4,156.11,On-time,0
DEL774788,05/02/2024,04:31,Warehouse_DE_Hamburg,Nice,FR,Client_25,Cheese,,,878,13.2,916.23,On-time,0
DEL192115,26/04/2024,,Warehouse_DE_Hamburg,Warsaw,PL,Client_25,Butter,B,2350,630,9.5,750.85,On-time,0
DEL850595,13/04/2024,12:25,Warehouse_DE_Hamburg,Nice,FR,Client_18,Butter,A,565,835,12.6,947.69,On-time,0
DEL619577,30/01/2024,12:41,Warehouse_DE_Hamburg,Barcelona,ES,Client_22,Cheese,,,1999,23.2,1563.21,Delayed,6.2
DEL372179,11/02/2024,14:10,Warehouse_PL_Warsaw,Naples,IT,Client_10,Cheese,,3471,1476,21.3,1715.02,On-time,0
DEL408126,02/02/2024,23:04,Warehouse_DE_Hamburg,Katowice,PL,Client_17,Butter,A,1569,782,12,965.03,On-time,0
DEL918522,29/05/2024,05:43,Warehouse_FR_Paris,Munich,DE,Client_3,Cheese,,3840,750,10.2,903.47,On-time,0
DEL764520,03-22-2024,23:51,Warehouse_FR_Paris,Lodz,PL,Client_21,Butter,A,1293,1563,23.9,1644.04,Delayed,5.8
DEL605440,04/05/2024,,Warehouse_PL_Warsaw,Antwerp,BE,Client_20,Butter,A,2299,1202,17.2,1600.83,Delayed,5
DEL282523,24/03/2024,,Warehouse_PL_Warsaw,Poznan,PL,Client_22,Cheese,,4216,174,2.4,214.39,Delayed,2.5
DEL239207,01-19-2024,13:21,Warehouse_FR_Paris,Dusseldorf,DE,Client_28,SMP,,3458,764,9.4,645.55,On-time,0
DEL214499,13/05/2024,22:44:19,Warehouse_DE_Hamburg,Wroclaw,PL,Client_20,SMP,,,754,8.6,652.49,On-time,0
DEL159544,10/01/2024,22:44,Warehouse_FR_Paris,Nantes,FR,Client_18,SMP,,5600,480,7.6,374.97,On-time,0
DEL400820,28/03/2024,10:07,Warehouse_DE_Hamburg,Lodz,PL,Client_10,Butter,B,1175,763,11.2,843.89,On-time,0
DEL884256,30/01/2024,05:19,Warehouse_DE_Hamburg,The Hague,NL,Client_25,Butter,C,2309,459,6.7,602.22,On-time,0
DEL281876,15/01/2024,11:32:19,Warehouse_FR_Paris,Rotterdam,NL,Client_11,Cheese,,3313,475,6.5,490.41,On-time,0
DEL196582,01/07/2024,01:01:55,Warehouse_DE_Hamburg,Gdansk,PL,Client_35,SMP,,7967,772,9.4,638.5,On-time,0
DEL421505,23/04/2024,13:51,Warehouse_FR_Paris,Katowice,PL,Client_26,Cheese,,2994,1538,17.9,1471.59,On-time,0
DEL767346,27/03/2024,18:22,Warehouse_DE_Hamburg,Rome,IT,Client_34,Cheese,,1636,1429,17.1,1230.69,On-time,0
DEL952771,11/06/2024,22:23,Warehouse_FR_Paris,Nantes,FR,Client_28,SMP,,4334,182,2.7,161.47,On-time,0
DEL546258,30/05/2024,16:32,Warehouse_DE_Hamburg,Seville,ES,Client_4,SMP,,4184,1588,19.9,1427.46,On-time,0
DEL779658,23/05/2024,22:04,Warehouse_PL_Warsaw,Madrid,ES,Client_9,Cheese,,2073,2448,31.6,2457.05,Delayed,3.1
DEL115267,27/03/2024,06:43:00,Warehouse_PL_Warsaw,Stuttgart,DE,Client_15,SMP,,3984,630,7.5,587.58,On-time,0
DEL180378,19/05/2024,02:46,Warehouse_FR_Paris,Rotterdam,NL,Client_24,Butter,A,2855,430,5.4,558.13,On-time,
DEL309297,28/06/2024,04:55,Warehouse_PL_Warsaw,Bordeaux,FR,Client_19,Butter,,1910,1533,23.5,1685.28,On-time,0
DEL516508,24/06/2024,19:15,Warehouse_PL_Warsaw,Leipzig,DE,Client_16,SMP,,5594,691,11.1,639.97,On-time,0
DEL738994,10/03/2024,16:00,Warehouse_FR_Paris,Warsaw,PL,Client_30,SMP,,3266,1577,19.3,1277.83,On-time,0
DEL122238,12/01/2024,03:34,Warehouse_FR_Paris,Dortmund,DE,Client_27,SMP,,6792,830,10.2,757.08,On-time,0
DEL618239,25/02/2024,13:31,Warehouse_DE_Hamburg,Lille,FR,Client_22,Butter,B,1117,1017,11.8,1209.48,On-time,0
DEL873124_DUP,24/01/2024,,Warehouse_PL_Warsaw,Almere,NL,Client_30,Butter,C,2145,1046,13.3,1176.04,On-time,0
DEL482095,24/04/2024,11:57,Warehouse_DE_Hamburg,Stuttgart,DE,Client_1,Cheese,,2721,572,8,595.45,On-time,0
DEL476731,25/03/2024,00:56,Warehouse_DE_Hamburg,Seville,ES,Client_17,SMP,,4530,1944,24.2,1514.43,On-time,0
DEL824946,20/05/2024,14:00,Warehouse_DE_Hamburg,Breda,NL,Client_19,Butter,A,2657,314,4.1,430.17,On-time,0
DEL742069,15/05/2024,23:40,Warehouse_DE_Hamburg,Breda,NL,Client_18,SMP,,6191,373,4.3,357.56,Delayed,10.6
DEL248758,28/06/2024,,Warehouse_PL_Warsaw,Katowice,PL,Client_23,SMP,,2953,284,4.5,252.37,On-time,0
DEL599441,31/01/2024,05:58,Warehouse_DE_Hamburg,Gdansk,PL,Client_21,Cheese,,2857,629,8.5,590.53,On-time,0
DEL754640,02/05/2024,20:36,Warehouse_FR_Paris,Paris,FR,Client_18,Butter,B,2157,117,1.5,138.18,On-time,0
DEL365023,12/06/2024,17:08,Warehouse_PL_Warsaw,Bydgoszcz,PL,Client_21,Cheese,,4196,312,3.6,341.59,Delayed,6.7
DEL988975,10/04/2024,09:20,Warehouse_DE_Hamburg,Amsterdam,NL,Client_28,Cheese,,2440,350,4.2,305.91,On-time,0
DEL155216,05/06/2024,18:36,Warehouse_PL_Warsaw,Rome,IT,Client_17,SMP,,4420,1477,20.3,1280.02,On-time,0
DEL673206,13/06/2024,02:50:29,Warehouse_FR_Paris,Nice,FR,Client_12,Butter,B,2233,133,1.8,143.73,On-time,0
DEL534152,15/04/2024,,Warehouse_PL_Warsaw,Naples,IT,Client_18,SMP,,4703,1556,20.9,1442.92,Delayed,3.3
DEL830305,02/04/2024,,Warehouse_FR_Paris,Montpellier,FR,Client_6,SMP,,5250,488,5.8,427.53,On-time,0
DEL741344,21/02/2024,01:44,Warehouse_FR_Paris,Strasbourg,FR,Client_8,SMP,,5786,426,6.1,317.49,On-time,0
DEL328795,28/01/2024,05:52,Warehouse_FR_Paris,Paris,FR,Client_34,Butter,A,2372,389,5.6,527.2,Delayed,4.2
DEL921771,03/01/2024,13:08:42,Warehouse_DE_Hamburg,Breda,NL,Client_6,SMP,,6425,434,5.9,355,On-time,0
DEL760512,28/03/2024,06:25,Warehouse_PL_Warsaw,The Hague,NL,Client_35,SMP,,-5501,1051,13,905.98,On-time,0
DEL463860,05/04/2024,10:14,Warehouse_DE_Hamburg,Dortmund,DE,Client_21,Cheese,,2511,462,5.3,444.96,On-time,0
DEL936587,08/04/2024,17:49,Warehouse_DE_Hamburg,Katowice,PL,Client_23,Cheese,,2234,713,11.3,700,On-time,0
DEL396189,24/06/2024,19:24,Warehouse_FR_Paris,Valencia,ES,Client_31,Butter,A,1050,1138,16.9,1414.12,On-time,0
DEL888538,28/02/2024,20:56:18,Warehouse_FR_Paris,Lyon,FR,Client_9,Butter,B,1776,197,3.2,262.45,On-time,0
DEL676680,12/04/2024,16:21,Warehouse_PL_Warsaw,Paris,FR,Client_29,Cheese,,2396,1657,26.2,1557.35,On-time,0
DEL720209,04/06/2024,19:06,Warehouse_PL_Warsaw,Frankfurt,DE,Client_15,Butter,A,894,842,10.5,824.34,On-time,0
DEL375452,25/03/2024,03:50,Warehouse_FR_Paris,Rome,IT,Client_28,Butter,C,2346,921,13.5,483.8719222,On-time,0
DEL213762,31/01/2024,12:52,Warehouse_DE_Hamburg,Dusseldorf,DE,Client_32,SMP,,6543,423,6.8,406.24,On-time,0
DEL742942,23/02/2024,01:14,Warehouse_PL_Warsaw,Szczecin,PL,Client_14,SMP,,4889,186,2.3,144.29,On-time,0
DEL166796,05/02/2024,16:54:36,Warehouse_FR_Paris,Bordeaux,FR,Client_23,Butter,A,2041,298,4.5,333.33,On-time,0
DEL958961,07/01/2024,17:17,Warehouse_DE_Hamburg,Bordeaux,FR,Client_2,Butter,A,2131,1127,18.3,1251.5,Delayed,3.1
DEL897008,02/02/2024,20:42,Warehouse_FR_Paris,Rome,IT,Client_5,SMP,,3503,1047,14.9,799.2,On-time,0
DEL495811,20/03/2024,11:22,Warehouse_FR_Paris,Krakow,PL,Client_4,SMP,,3433,1642,26.3,1294.58,On-time,0
DEL757161,28/02/2024,22:43,Warehouse_PL_Warsaw,Marseille,FR,Client_11,Cheese,,4393,1689,25.8,2089.7,Delayed,11
DEL886668,26/03/2024,09:47,Warehouse_PL_Warsaw,Tilburg,NL,Client_20,Butter,B,3057,1060,12.4,1326.75,Delayed,9.6
DEL110228,12/06/2024,17:01,Warehouse_FR_Paris,Lyon,FR,Client_20,Cheese,,2559,357,4.6,381.69,On-time,0
DEL869124,20/05/2024,14:54,Warehouse_DE_Hamburg,Stuttgart,DE,Client_2,SMP,,6298,101,1.3,356.1002396,On-time,0
DEL703675,15/05/2024,16:58,Warehouse_DE_Hamburg,Zaragoza,ES,Client_19,Butter,B,2192,1683,20.9,2025.82,On-time,0
DEL641306,30/01/2024,20:11,Warehouse_PL_Warsaw,Groningen,NL,Client_21,Cheese,,3609,1009,12.8,1088.92,On-time,0
DEL259401,11/02/2024,13:07,Warehouse_PL_Warsaw,Eindhoven,NL,Client_31,Butter,A,1235,1112,14.7,1202.84,On-time,0
DEL221567,18/02/2024,12:40,Warehouse_PL_Warsaw,Poznan,PL,Client_27,SMP,,5661,192,2.7,595.6276712,On-time,0
DEL562217,12/05/2024,18:38,Warehouse_PL_Warsaw,Rotterdam,NL,Client_33,Butter,C,1398,1124,13.4,1225.88,Delayed,8.4
DEL879385,20/02/2024,00:02,Warehouse_PL_Warsaw,Florence,IT,Client_11,SMP,,4188,1464,79.46128995,1366.54,On-time,0
DEL773548,14/05/2024,02:44,Warehouse_FR_Paris,Bydgoszcz,PL,Client_21,SMP,,2103,1574,22.1,1197.86,On-time,0
DEL476116,25/05/2024,04:01,Warehouse_FR_Paris,Dusseldorf,DE,Client_23,Butter,A,1682,739,10,815.88,On-time,0
DEL678499,12/04/2024,16:37,Warehouse_PL_Warsaw,Bremen,DE,Client_8,Cheese,,3138,662,,748.96,On-time,0
DEL383285,05/01/2024,13:03,Warehouse_FR_Paris,Barcelona,ES,Client_25,SMP,,3016,875,10.1,766.3,Delayed,3.5
DEL509464,02/05/2024,06:34,Warehouse_PL_Warsaw,Marseille,FR,Client_20,Butter,A,-1958,1651,22.3,2053.78,Delayed,8.1
DEL766298,02/05/2024,,Warehouse_PL_Warsaw,Essen,DE,Client_18,Butter,B,2073,674,8.6,880.89,On-time,0
DEL155278,09/02/2024,12:09,Warehouse_DE_Hamburg,Lublin,PL,Client_17,Butter,A,2037,852,11.2,886.06,On-time,0
DEL132897,03/02/2024,19:00,Warehouse_PL_Warsaw,Rotterdam,NL,Client_28,SMP,,6388,1116,15.5,1030.22,On-time,0
DEL229890,06-25-2024,22:00,Warehouse_DE_Hamburg,Madrid,ES,Client_34,Butter,B,1327,1774,22.2,1998.36,Delayed,2.1
DEL387912,28/03/2024,11:17,Warehouse_DE_Hamburg,Turin,IT,Client_11,SMP,,4548,1524,21.5,1122.64,On-time,0
DEL932106,03/05/2024,00:48,Warehouse_FR_Paris,Katowice,PL,Client_20,Butter,A,1857,1618,20.8,2008.6,On-time,0
DEL491407,06/01/2024,02:05,Warehouse_FR_Paris,Lyon,FR,Client_29,Butter,C,2173,235,3.6,262.11,On-time,0
DEL952210,15/04/2024,13:34,Warehouse_PL_Warsaw,Cologne,DE,Client_7,Butter,B,2175,803,60.85121927,983.7,Delayed,6.1
DEL121026,23/06/2024,00:30:25,Warehouse_DE_Hamburg,Groningen,NL,Client_16,SMP,,5582,483,6.6,482.14,On-time,0
DEL142238,13/05/2024,04:07:11,Warehouse_FR_Paris,Lille,FR,Client_20,SMP,,5494,251,3.8,210.52,Delayed,3.4
DEL357368,06/05/2024,22:22,Warehouse_DE_Hamburg,Munich,DE,Client_6,Butter,A,1463,293,4.2,303.76,On-time,0
DEL399279,14/06/2024,01:58,Warehouse_DE_Hamburg,Groningen,NL,Client_35,Butter,C,2153,420,6.1,461.88,Delayed,11.2
DEL491816,15/03/2024,,Warehouse_FR_Paris,Rome,IT,Client_27,SMP,,3843,1200,17.4,930.56,On-time,0
DEL848753,26/06/2024,11:27,Warehouse_FR_Paris,Lodz,PL,Client_14,Butter,A,2604,1686,20.1,2110.79,On-time,0
DEL979896,21/01/2024,13:45,Warehouse_FR_Paris,Ghent,BE,Client_26,SMP,,5711,265,,240.5,Delayed,7.5
DEL308483,08/01/2024,00:29,Warehouse_PL_Warsaw,Bordeaux,FR,Client_29,Butter,A,2032,1538,22.5,1872.75,On-time,0
DEL396491,26/03/2024,,Warehouse_FR_Paris,Amsterdam,NL,Client_7,Butter,B,1396,412,5.5,532.09,On-time,0
DEL509063,30/05/2024,22:38,Warehouse_PL_Warsaw,Seville,ES,Client_35,Butter,A,1952,2380,30.4,2903.13,On-time,0
DEL770030,08/01/2024,15:56:50,Warehouse_PL_Warsaw,Liege,BE,Client_15,Butter,B,3544,1113,16.7,1407.63,On-time,0
DEL844045,29/02/2024,18:35,Warehouse_FR_Paris,Nijmegen,NL,Client_33,Butter,B,2786,454,6,613.73,On-time,0
DEL733873,13/03/2024,16:36,Warehouse_PL_Warsaw,Nice,FR,Client_2,Butter,B,1047,1606,22.6,1522.54,On-time,0
DEL682936,04-17-2024,14:59,Warehouse_DE_Hamburg,Bremen,DE,Client_31,Butter,B,1759,229,3.4,256.89,Delayed,11.7
DEL877298,24/03/2024,00:26,Warehouse_FR_Paris,Marseille,FR,Client_30,SMP,,7336,411,6.3,418.91,On-time,0
DEL197592,21/03/2024,15:42,Warehouse_PL_Warsaw,Katowice,PL,Client_17,Butter,B,3100,211,3.4,310.05,On-time,0
DEL837049,04/06/2024,19:31,Warehouse_FR_Paris,Strasbourg,FR,Client_14,Butter,A,1609,480,5.7,563.98,On-time,0
DEL254453,22/01/2024,02:06,Warehouse_FR_Paris,Krakow,PL,Client_34,SMP,,7059,1470,17.9,1153.59,On-time,0
DEL843814,14/06/2024,04:06,Warehouse_PL_Warsaw,The Hague,NL,Client_27,Butter,A,1951,1131,15,1356.07,Delayed,2.2
DEL291533,02/06/2024,00:10,Warehouse_FR_Paris,Rome,IT,Client_25,SMP,,3823,1259,16,985.31,On-time,0
DEL819183,03/01/2024,21:52,Warehouse_DE_Hamburg,The Hague,NL,Client_5,Butter,A,2276,431,,499.99,On-time,0
DEL915285,18/02/2024,17:40,Warehouse_PL_Warsaw,Almere,NL,Client_22,SMP,,4261,1190,17.1,946.46,On-time,0
DEL741540,24/01/2024,05:59,Warehouse_PL_Warsaw,Utrecht,NL,Client_8,SMP,,5011,1145,,893.62,On-time,0
DEL990880,22/05/2024,22:50,Warehouse_FR_Paris,Munich,DE,Client_7,Butter,A,1282,991,14.5,1073.1,On-time,0
DEL458090,18/06/2024,23:27,Warehouse_FR_Paris,Eindhoven,NL,Client_7,Cheese,,2223,495,6.8,462.24,Delayed,3.2
DEL591147,11/03/2024,19:58,Warehouse_PL_Warsaw,Paris,FR,Client_13,Butter,B,1568,1421,16.6,1560.45,On-time,0
DEL272172,24/06/2024,09:55,Warehouse_PL_Warsaw,Groningen,NL,Client_30,Cheese,,2697,1048,15.3,1131.29,On-time,
DEL183319,08/01/2024,03:46,Warehouse_FR_Paris,Ghent,BE,Client_26,Butter,A,2164,313,3.9,349.59,On-time,0
DEL217389,16/04/2024,03:27,Warehouse_DE_Hamburg,Amsterdam,NL,Client_8,Cheese,,4137,477,7.7,569.76,On-time,0
DEL719625,25/03/2024,19:41,Warehouse_FR_Paris,Nantes,FR,Client_29,Butter,B,2593,101,1.3,129.86,On-time,0
DEL818660,31/01/2024,17:57,Warehouse_FR_Paris,Groningen,NL,Client_2,Cheese,,992,424,5.7,404.57,On-time,0
DEL301751,06/07/2024,17:39,Warehouse_PL_Warsaw,Stuttgart,DE,Client_30,SMP,,6004,728,9.5,632.17,On-time,0
DEL970071,23/05/2024,18:22,Warehouse_FR_Paris,Naples,IT,Client_35,Cheese,,2682,1116,16.5,1031.5,On-time,0
DEL525903,19/02/2024,00:44,Warehouse_DE_Hamburg,Gdansk,PL,Client_32,Butter,A,1303,881,12.2,197.1860916,On-time,0
DEL301307,21/06/2024,05:11:02,Warehouse_PL_Warsaw,Cologne,DE,Client_10,SMP,,5893,778,12.1,759.46,Delayed,4.8
DEL686741,23/02/2024,22:02,Warehouse_DE_Hamburg,Rotterdam,NL,Client_22,Butter,C,1681,352,18.80031498,408.37,On-time,0
DEL160231,29/03/2024,22:50:02,Warehouse_PL_Warsaw,Nice,FR,Client_29,Butter,A,1973,1555,23.9,1887.27,On-time,0
DEL254944,10/03/2024,01:05,Warehouse_DE_Hamburg,Gdansk,PL,Client_32,Cheese,,3302,878,12.3,881.61,Delayed,6.2
DEL319707,22/03/2024,06:04,Warehouse_FR_Paris,Cologne,DE,Client_7,Butter,C,1806,853,13.2,1000.91,On-time,0
DEL138345,29/05/2024,21:25,Warehouse_DE_Hamburg,Frankfurt,DE,Client_13,Butter,A,1332,157,2,166.3,On-time,0
DEL126774,29/03/2024,20:59,Warehouse_PL_Warsaw,Munich,DE,Client_28,Butter,A,500,708,11.5,637.92,On-time,0
DEL339303,03-21-2024,10:41,Warehouse_FR_Paris,Madrid,ES,Client_28,SMP,,3419,1097,12.6,979.06,On-time,0
DEL843554,10/02/2024,07:46,Warehouse_PL_Warsaw,Krakow,PL,Client_3,SMP,,3163,205,2.7,178.51,On-time,0
DEL536626,30/05/2024,10:25,Warehouse_PL_Warsaw,Liege,BE,Client_19,Butter,A,2499,1104,14,1202.57,On-time,0
DEL233644,12/04/2024,22:35,Warehouse_DE_Hamburg,Madrid,ES,Client_26,Cheese,,3454,1890,25.8,2118.96,On-time,0
DEL937761,01-31-2024,,Warehouse_FR_Paris,Madrid,ES,Client_33,SMP,,2766,1053,12.7,739.27,On-time,0
DEL223080,10/04/2024,00:03,Warehouse_DE_Hamburg,Toulouse,FR,Client_14,Cheese,,2715,810,9.9,785.12,On-time,0
DEL457455,10/02/2024,11:19,Warehouse_PL_Warsaw,Warsaw,PL,Client_6,Cheese,,4768,111,1.7,128.84,On-time,0
DEL480625,15/04/2024,23:25,Warehouse_FR_Paris,Rotterdam,NL,Client_6,SMP,,6460,466,6.3,459.41,On-time,0
DEL928766,06/05/2024,00:23,Warehouse_PL_Warsaw,Rotterdam,NL,Client_9,Butter,A,2656,1067,16.3,1161.63,On-time,0
DEL266030,17/06/2024,23:56,Warehouse_PL_Warsaw,Montpellier,FR,Client_9,SMP,,-3607,1596,24.6,1290.7,Delayed,9.1
DEL592093,21/04/2024,20:49:47,Warehouse_DE_Hamburg,Tilburg,NL,Client_12,Cheese,,4589,467,20.22967675,447.31,On-time,0
DEL887382,17/02/2024,16:54,Warehouse_FR_Paris,Gdansk,PL,Client_29,Butter,A,2569,1432,22.7,2031.57,Delayed,7.1
DEL545016,06/03/2024,10:14,Warehouse_FR_Paris,Eindhoven,NL,Client_21,SMP,,6068,437,5.6,401.39,On-time,0
DEL865944,21/06/2024,02:48,Warehouse_FR_Paris,Nantes,FR,Client_11,SMP,,4863,254,3.5,226.04,On-time,0
DEL420297,06-30-2024,20:17,Warehouse_FR_Paris,Gdansk,PL,Client_30,SMP,,8739,1655,20.3,1826.04,On-time,0
DEL832133,12/05/2024,15:11,Warehouse_FR_Paris,Bordeaux,FR,Client_3,SMP,,4583,290,3.7,261.75,On-time,0
DEL244251,29/03/2024,08:11:18,Warehouse_FR_Paris,Wroclaw,PL,Client_18,Butter,B,2069,1641,20.2,1999.07,On-time,0
DEL151691,21/06/2024,01:54,Warehouse_FR_Paris,Nantes,FR,Client_20,Cheese,,1936,273,,250.5,On-time,0
DEL440065,23/04/2024,08:08,Warehouse_DE_Hamburg,Toulouse,FR,Client_14,Cheese,,2302,807,9.5,768.57,On-time,0
DEL257482,07/01/2024,18:50,Warehouse_FR_Paris,Brussels,BE,Client_3,SMP,,5636,286,3.7,237.62,On-time,0
DEL456840,05/10/2024,12:07,Warehouse_FR_Paris,Essen,DE,Client_7,Butter,A,1492,964,13.4,1032.19,On-time,0
DEL947261,13/05/2024,13:12,Warehouse_DE_Hamburg,Essen,DE,Client_3,Cheese,,4803,150,1.9,146.62,On-time,0
DEL332455,05-24-2024,09:11,Warehouse_FR_Paris,Essen,DE,Client_15,Butter,A,2034,626,10,718.95,On-time,0
DEL321092,05/06/2024,16:51,Warehouse_FR_Paris,Breda,NL,Client_17,Cheese,,2452,483,5.7,498.15,On-time,0
DEL154697,09/04/2024,20:30,Warehouse_DE_Hamburg,Rotterdam,NL,Client_24,Cheese,,-1671,478,5.5,396.68,On-time,0
DEL258175,03/03/2024,11:36,Warehouse_DE_Hamburg,Szczecin,PL,Client_32,Butter,A,2271,814,11.1,1128.5,On-time,0
DEL965917,17/03/2024,12:43,Warehouse_FR_Paris,Bordeaux,FR,Client_23,SMP,,3179,242,3.9,175.87,On-time,0
DEL624901,16/06/2024,21:21,Warehouse_FR_Paris,Stuttgart,DE,Client_8,SMP,,5673,685,10.9,666.25,On-time,0
DEL761183,06/03/2024,04:03,Warehouse_PL_Warsaw,Madrid,ES,Client_8,Butter,A,1349,2525,40.8,3065.43,On-time,0
DEL393797,07/05/2024,23:23,Warehouse_FR_Paris,Ghent,BE,Client_3,Butter,A,1142,333,4.1,337.72,On-time,0
DEL858493,23/03/2024,00:28,Warehouse_DE_Hamburg,Eindhoven,NL,Client_35,Butter,,937,381,4.5,439.03,Delayed,2.4
DEL328227,25/06/2024,17:57,Warehouse_PL_Warsaw,Dusseldorf,DE,Client_33,Cheese,,3235,845,12.5,982.24,On-time,0
DEL522511,01/09/2024,21:54,Warehouse_PL_Warsaw,Dusseldorf,DE,Client_23,SMP,,6936,723,10.3,687.97,On-time,0
